"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"GENSCAN00000000207"	2121.50436973532	-0.135195468370008	0.0626048980489657	-2.15950305141088	0.0308111608561216	0.104254725245224
"GENSCAN00000000208"	9.38528106055526	0.151602543485721	0.652807267742802	0.2322317029495	0.816358055364311	NA
"GENSCAN00000000209"	470.028853213616	0.32344221933613	0.113203934928148	2.85716410424622	0.00427444780864305	0.0218161959038068
"GENSCAN00000000210"	97.6759593736946	-0.155459908605174	0.210844006432085	-0.73732192456345	0.460926602417187	0.660048779841789
"GENSCAN00000000211"	349.83731778157	-0.148846366358185	0.11786569740683	-1.26284720349485	0.20664409697353	0.405556415094491
"GENSCAN00000000213"	577.322638025468	0.296088666827662	0.0968059915054162	3.05857790642117	0.00222390246330335	0.0126866615065432
"GENSCAN00000000214"	115.729107041612	0.0396647889318014	0.198720958268256	0.199600431064032	0.841793090626521	0.918743160397788
"GENSCAN00000000215"	1575.88825848589	0.315824852916679	0.070124561366522	4.50376938924363	6.67586485149082e-06	8.12297890922058e-05
"GENSCAN00000000216"	1251.19294282019	0.432270700846764	0.0837841109770357	5.15933982954411	2.47822131589102e-07	4.10254013345789e-06
"GENSCAN00000000217"	280.876964494585	0.237019399036919	0.138800270748808	1.7076292269333	0.0877051617247487	0.22678258399133
"GENSCAN00000000218"	17.9865959993855	-0.585894543671429	0.482722514934227	-1.21372947303123	0.224851045775161	0.428907504233333
"GENSCAN00000000219"	1347.35525953652	0.153117495341416	0.0811665874703335	1.88645968881445	0.0592330356679858	0.171451079407148
"GENSCAN00000000220"	2684.19341445771	0.0605865456727451	0.0583388884433243	1.03852759778933	0.299024493685621	0.510751912042217
"GENSCAN00000000221"	11692.5226166766	0.338621099892914	0.045977532533093	7.36492545895512	1.77245879742547e-13	7.23710946295735e-12
"GENSCAN00000000222"	1374.78793949943	0.291203331833501	0.0692890956970111	4.20272957677037	2.6371556617077e-05	0.000274393499570701
"GENSCAN00000000223"	7484.01488549584	0.00180712150626233	0.05391929998144	0.0335152998441073	0.973263665174913	0.98679198079886
"GENSCAN00000000224"	11864.8933241129	0.0431274265671631	0.0637689748657069	0.676307352564261	0.498845525544718	0.689871786832603
"GENSCAN00000000226"	10402.468623931	0.332528229432353	0.0538870415006722	6.17083848309255	6.7928786916081e-10	1.6778530172129e-08
"GENSCAN00000000228"	190.526430587583	0.203250268852766	0.152584769043006	1.33204821246267	0.182844346239832	0.374595533804689
"GENSCAN00000000229"	17274.7190757047	0.420055918568191	0.0556898785351376	7.5427695232475	4.60093894286428e-14	2.048732184268e-12
"GENSCAN00000000230"	6589.6782338577	-0.01393669794888	0.0610469915004819	-0.228294590877095	0.81941722939624	0.90733831608958
"GENSCAN00000000231"	8229.71263031352	0.000800045716271085	0.0590520148422706	0.0135481527329428	0.989190468793973	0.994801990195289
"GENSCAN00000000243"	16.8117227241297	-2.87521085727581	0.59652441018203	-4.81993830964677	1.43602620096861e-06	NA
"GENSCAN00000000245"	26.3712556701978	0.373024358890378	0.401995621771995	0.927931396979123	0.353443156784453	0.563416329187729
"GENSCAN00000000250"	239.984497060758	0.230288173312515	0.140935982492624	1.63399132882596	0.102260671334443	0.252229781972327
"GENSCAN00000000256"	28.4700291446527	-0.862160073571493	0.395135276384394	-2.18193647871817	0.0291142211268855	0.0996203058169664
"GENSCAN00000000280"	5935.55375120998	-0.0137420435497161	0.0575723842377395	-0.238691583328731	0.811344743673831	0.901949032694183
"GENSCAN00000000282"	445.766543838831	0.0718887598127036	0.105201693696541	0.683342228501285	0.494390616159523	0.686286111538717
"GENSCAN00000000291"	587.091204392901	-0.296112175843398	0.0956113264298994	-3.09704076807785	0.00195462990419944	0.0114108344344782
"GENSCAN00000000299"	126.419077434885	-0.306230210369388	0.18513775211165	-1.65406680634596	0.0981139395573053	0.245377600787163
"GENSCAN00000000300"	15.9760977557625	-0.308237339613592	0.503712978803866	-0.611930509206934	0.540583735064523	NA
"GENSCAN00000000301"	2921.54410552503	0.0282951371624925	0.0669879979347671	0.422391145202553	0.672739540026716	0.817573521179639
"GENSCAN00000000303"	690.573036023407	0.302654943647289	0.10140028521184	2.98475436252471	0.00283806128754819	0.015501968928281
"GENSCAN00000000304"	2402.5416282502	0.475687837129233	0.0604911135776637	7.86376393151539	3.7275973532259e-15	1.86446431899745e-13
"GENSCAN00000000305"	888.120783954779	-0.536100438356022	0.0910871824492593	-5.88557493975248	3.96672595040394e-09	8.77630283339765e-08
"GENSCAN00000000306"	2590.56432931058	0.256075137902502	0.195130974438589	1.31232439462395	0.189410704606262	0.383781382814048
"GENSCAN00000000307"	382.638993393514	-0.0369020623526652	0.11107599328046	-0.33222356391169	0.739720451870228	0.860086899693908
"GENSCAN00000000308"	163.666231025995	-0.235442063618725	0.167621075865653	-1.40460895148669	0.160137593323861	0.343121363582846
"GENSCAN00000000309"	3.62967691908799	0.57808418440181	1.05131466693909	0.549867896435714	0.582409985079364	NA
"GENSCAN00000000310"	15485.2677668026	-0.4736000962624	0.0538531142598385	-8.79429356633498	1.43950762092536e-18	1.10165596891037e-16
"GENSCAN00000000311"	15774.5524465511	0.0661241567239592	0.0643843515913424	1.02702217370549	0.304410023086867	0.516884380859792
"GENSCAN00000000312"	182.47896614008	0.101771279412848	0.156138831506069	0.651799929788073	0.514530246958748	0.702955429583189
"GENSCAN00000000313"	4570.11465243735	-0.156051769053178	0.0540696971003108	-2.88612249415174	0.00390020326357702	0.0201707336434254
"GENSCAN00000000314"	241.235686681894	-0.0965392149078187	0.136269961216995	-0.708440906900167	0.478671496803501	0.672860372925873
"GENSCAN00000000315"	4909.42295736833	0.0227140939637316	0.05620647747641	0.404118795262783	0.686125364359461	0.825719909062044
"GENSCAN00000000318"	718.536990669945	0.190821392983654	0.0976729319369978	1.95367733106179	0.0507393888248069	0.152294286431937
"GENSCAN00000000321"	5241.61881277092	-0.0347080356517662	0.0661852601485727	-0.524407331388493	0.599995258398814	0.767040948779132
"GENSCAN00000000322"	785.412873943605	0.0166160609482266	0.0848196059774237	0.19589882264543	0.844689358807687	0.920397920337794
"GENSCAN00000000323"	85.3432248556349	0.638851143011166	0.22464853252719	2.84378061954998	0.00445817320297905	0.022572926864686
"GENSCAN00000000325"	875.09633905334	0.252835564631397	0.0807139063085441	3.13249074657452	0.00173329891140984	0.0103871849611873
"GENSCAN00000000329"	633.217290486573	0.191106588450986	0.102630204285923	1.86208913624076	0.0625905270605714	0.178930461621413
"GENSCAN00000000331"	2174.74232896835	-0.0277070864956646	0.0725952299943715	-0.381665386249383	0.702709577677977	0.836101088875752
"GENSCAN00000000346"	5792.52125181411	0.031996144812596	0.0541793357223885	0.590559931862994	0.55481531842453	0.734756322045012
"GENSCAN00000000351"	178.954981860269	-0.25878130707404	0.162550551081622	-1.59200510457881	0.111383557597104	0.26886017306919
"GENSCAN00000000359"	1162.31432448199	0.206491164033491	0.0765762427994969	2.69654342501703	0.00700632616769738	0.0327296857833895
"GENSCAN00000000360"	788.803789691606	0.119617658382233	0.0829254745505007	1.44247179808886	0.149169321937878	0.327037625820285
"GENSCAN00000000361"	169.961043007745	-0.114503482902928	0.163083866157313	-0.702114106078872	0.482608005990585	0.675554735022302
"GENSCAN00000000362"	830.756232687492	0.2135235642946	0.0885204787758306	2.41213747651916	0.0158593003109813	0.0626013249310294
"GENSCAN00000000364"	4696.35584009482	0.038716364516156	0.0748127289232855	0.517510389921166	0.60479991793497	0.770791050202862
"GENSCAN00000000365"	1.81212859209593	-1.47456699701247	1.59432820143461	-0.924882966810487	0.355026787636744	NA
"GENSCAN00000000366"	2994.89534606254	-0.436511516735054	0.0600901621003639	-7.26427590602905	3.75041809153397e-13	1.46716774781937e-11
"GENSCAN00000000368"	2260.03519196365	0.52729719927263	0.0692922593058999	7.60975619144999	2.74613457042476e-14	1.24868878762334e-12
"GENSCAN00000000369"	3807.61302000501	-0.00826889821060471	0.0539613976687952	-0.153237287539467	0.878211153696938	0.938553193649609
"GENSCAN00000000370"	6774.06674583486	-0.0275235227285937	0.0555596880035957	-0.495386560248727	0.620327279786966	0.781196255140406
"GENSCAN00000000371"	98.9089774643379	-0.0119276705185942	0.210497972675445	-0.056664063634403	0.954812801064399	0.978999434724863
"GENSCAN00000000372"	189.22529275206	0.0178984118154679	0.15668834063035	0.114229378800385	0.909055963414301	0.956164383598745
"GENSCAN00000000373"	2433.65970108757	0.277252847836392	0.0683792324677147	4.05463527200744	5.02125867554087e-05	0.000483982985209565
"GENSCAN00000000374"	363.047339284474	0.123967049588667	0.11752233739633	1.05483818936142	0.291499335340128	0.503322425279064
"GENSCAN00000000375"	1650.49768062187	0.0808249112679062	0.0655198309388463	1.23359462486014	0.21735399695827	0.41911644326044
"GENSCAN00000000376"	354.676433458092	0.185226379682862	0.130771226143897	1.41641540837924	0.156653915206829	0.338065712063229
"GENSCAN00000000377"	842.449907019198	0.556831823998001	0.0908324173398857	6.13032043300568	8.77022532319085e-10	2.12871760227535e-08
"GENSCAN00000000378"	10111.077058459	-0.0077467740658677	0.0644511272752624	-0.120196098863907	0.904327808028456	0.953755021584422
"GENSCAN00000000379"	78.1022429654027	-0.38924389777825	0.239596311343939	-1.62458217989631	0.10425161671817	0.255386372597162
"GENSCAN00000000380"	13.3039238875969	0.890516962719006	0.616466626593409	1.44455015779199	0.148584281407218	NA
"GENSCAN00000000383"	1770.60228485933	-0.386852510407364	0.0657425931511256	-5.8843512533509	3.99618346971706e-09	8.82753146583399e-08
"GENSCAN00000000386"	361.265061266715	0.0228747493514873	0.122829276920528	0.186232060669766	0.852262782946163	0.924215480968479
"GENSCAN00000000387"	1524.9215465897	-0.0114662130764339	0.0878386614463397	-0.130537201815611	0.89614142313921	0.948636480050237
"GENSCAN00000000388"	6773.16859588343	-0.381865849391146	0.0658324905055483	-5.800568176271	6.60905961817669e-09	1.40835737962199e-07
"GENSCAN00000000391"	6873.2657385548	0.062259082157603	0.0574409369780401	1.08387998930806	0.278418013106807	0.489114313726808
"GENSCAN00000000393"	917.357798120192	-0.0233417596983703	0.0834386398715469	-0.279747605357719	0.779671152074611	0.884077277133859
"GENSCAN00000000394"	228.018619585481	-0.131736638537827	0.140078785400292	-0.94044675045813	0.346988451458359	0.55762332547468
"GENSCAN00000000398"	1991.46351528562	-0.0821374755625509	0.0644176294549609	-1.27507758757219	0.202281781344576	0.400022076776446
"GENSCAN00000000399"	239.770184821507	-0.221122049136725	0.143349195952853	-1.54254125854638	0.122942119953707	0.287830890998273
"GENSCAN00000000403"	2.41589505802104	-0.410115636993895	1.36069172566039	-0.301402315645633	0.763107728738166	NA
"GENSCAN00000000406"	2164.69969777883	0.216649731088351	0.0682246040870415	3.17553665554362	0.00149559624945328	0.00920291101651719
"GENSCAN00000000409"	1466.89556038913	-0.060145129125329	0.0758068884855309	-0.793399258654558	0.427545242541373	0.632822988986677
"GENSCAN00000000410"	6.63140976928557	0.335546122570997	0.792466992537979	0.423419682750908	0.671989086795062	NA
"GENSCAN00000000411"	695.144531999057	-0.132441469631879	0.0877178866401706	-1.50985705087915	0.131079903855935	0.299865085511657
"GENSCAN00000000412"	158.843481540839	-0.0345337983947032	0.17771238298868	-0.194324097251586	0.845922118379909	0.921239445405181
"GENSCAN00000000413"	967.01445197262	0.158435745502746	0.111477439306811	1.42123596027978	0.155248173750261	0.336017463940138
"GENSCAN00000000415"	1222.92114246228	0.244804141504587	0.0812681192036032	3.01230228905966	0.00259274268174078	0.0143965407801317
"GENSCAN00000000417"	5539.89465248302	0.318707509936021	0.068288158803512	4.66709771533084	3.05484070900257e-06	4.03001881739431e-05
"GENSCAN00000000420"	2.75711759506407	-1.35652846111682	1.28202914776176	-1.0581104676794	0.290005082706259	NA
"GENSCAN00000000421"	1456.96035401451	0.245325495247587	0.0767859235918605	3.19492797340777	0.00139865741611354	0.00872914309833788
"GENSCAN00000000422"	2016.2205333203	-0.0463738849080029	0.0626122384674311	-0.74065208405103	0.458904419179763	0.658567106323659
"GENSCAN00000000425"	2854.12082901098	0.0941447318738523	0.0730303169056866	1.28911849027622	0.197356896283474	0.3934495846904
"GENSCAN00000000427"	19.7823654370439	-0.127298594992321	0.477541460257768	-0.266570770470081	0.789799663261959	0.889598194769454
"GENSCAN00000000429"	1780.35368468967	-0.0206351539296353	0.0701430319428987	-0.294186797434615	0.768615168627069	0.877860248947278
"GENSCAN00000000430"	2405.43415001124	0.279536635363162	0.075054221944498	3.72446250352014	0.000195731800452192	0.00159373480542613
"GENSCAN00000000433"	2.92896696268375	0.341089014187314	1.50153819123587	0.227159732718203	0.820299537852337	NA
"GENSCAN00000000435"	8.9043437074039	0.338325015844345	0.782669728818363	0.432270475510956	0.66554484293627	NA
"GENSCAN00000000440"	18.63344509544	-0.28309909561842	0.469579289303727	-0.602878155120913	0.546589749212512	0.728313750149886
"GENSCAN00000000442"	284.214390220254	0.125239491210628	0.136177584451861	0.919677726071726	0.357741195720047	0.567724129865072
"GENSCAN00000000448"	155.374900786472	0.276102074972147	0.181312678890718	1.52279518818737	0.127809954199583	0.295130924241498
"GENSCAN00000000451"	41.2246675641403	-0.0277313246294837	0.332051484332636	-0.0835151352665044	0.933441943231523	0.968718370874952
"GENSCAN00000000460"	725.508109682551	-0.0189044580421994	0.0913125130610219	-0.207030311711671	0.835986185971903	0.91590288152519
"GENSCAN00000000462"	549.827154883801	0.114551877125552	0.0983000177848161	1.16532915971909	0.243885780084706	0.450847459092701
"GENSCAN00000000465"	105.508180985852	0.205785296255052	0.208226141429376	0.988277911901125	0.323016559955919	0.53511319164687
"GENSCAN00000000466"	114.129470972511	-0.0935828374697357	0.205545829768324	-0.455289399815191	0.648901051261918	0.803027235391284
"GENSCAN00000000467"	2803.73528433396	-0.0154763443041732	0.0739138486786023	-0.209383553702752	0.834148830468699	0.915600971319052
"GENSCAN00000000468"	147.262858775154	-0.0536048724233765	0.186299091630313	-0.287735554447838	0.77354917189519	0.880490378590571
"GENSCAN00000000469"	3421.41700358225	-0.122264646267304	0.0574464250986019	-2.12832471398259	0.0333101704063338	0.110692907899349
"GENSCAN00000000470"	2173.56231020316	-0.147443161040067	0.0801402353184047	-1.83981442597793	0.0657954867650696	0.185033291595341
"GENSCAN00000000482"	440.563279359962	0.255730381554629	0.105417780050566	2.42587523121776	0.0152715195244029	0.0606917227409938
"GENSCAN00000000484"	1437.03275208901	-0.0232136380046305	0.0715284985840528	-0.324536911359214	0.745531581908037	0.864192170553059
"GENSCAN00000000485"	9.73452275632948	0.665304521481254	0.659126338618867	1.00937329082514	0.312795642812496	NA
"GENSCAN00000000486"	208.646065687245	0.155631980024502	0.151268874257576	1.02884338095553	0.303553277814879	0.515992675785579
"GENSCAN00000000489"	4718.3316169274	0.164847340455293	0.0498507623111815	3.30681684316627	0.000943625683314827	0.00624845281079156
"GENSCAN00000000491"	21.2388590678841	0.59348026191525	0.450051718882286	1.3186934679178	0.187271611435465	0.380714024989648
"GENSCAN00000000494"	59.4044765450148	0.15348237987517	0.268276661821301	0.572104851883852	0.567250942304848	0.74434080829939
"GENSCAN00000000497"	438.327106985736	-0.859262246888845	0.110987420267306	-7.74197872893492	9.78813681412341e-15	4.67859577070984e-13
"GENSCAN00000000499"	1575.9887584131	0.0794279401224479	0.0661820093172793	1.20014398084632	0.230083427128936	0.434567551846358
"GENSCAN00000000500"	12.129513924721	0.0664676005750051	0.597650338781115	0.111214863042767	0.911445965745796	NA
"GENSCAN00000000502"	135.636611579949	-0.196929344785076	0.180669735369578	-1.0899963094662	0.275714769753137	0.486688347667341
"GENSCAN00000000504"	69.2426665276436	0.0545305267789729	0.26141784765198	0.208595271014427	0.834764202554495	0.915676678032738
"GENSCAN00000000508"	438.742766759788	0.0837759378946814	0.117603660197192	0.712358252746641	0.476242960106576	0.671139329471986
"GENSCAN00000000510"	1.95451645810599	0.685655629081392	1.50743247773614	0.454849977831914	0.649217172125152	NA
"GENSCAN00000000512"	104.264806653479	-0.493051720585705	0.208533740593232	-2.36437383793664	0.0180605776157978	0.0690899580060918
"GENSCAN00000000514"	29.0948394664952	0.874584604190319	0.389126292718108	2.24755977829514	0.0246042747586437	0.0877694518580755
"GENSCAN00000000515"	20.0537775992169	0.380313073113174	0.454908881391165	0.836020329939771	0.403143466135103	0.610777179059077
"GENSCAN00000000523"	18.2143215864141	-0.247144655683638	0.46746511236488	-0.528691123992862	0.597019735494008	0.764975224593386
"GENSCAN00000000525"	131.454772777087	-0.242595990220598	0.183704355916535	-1.32057832276346	0.186642004696298	0.379820005197857
"GENSCAN00000000526"	130.710212806619	-0.0414280843475317	0.189630034085309	-0.218467947587324	0.827064529276283	0.91199617595986
"GENSCAN00000000528"	890.275117590182	0.00925692996807103	0.0884067078832387	0.104708456967959	0.916607151165184	0.959758873015742
"GENSCAN00000000535"	37.5551383280945	-0.0380110114164679	0.344410726113954	-0.110365353150736	0.912119629414971	0.957876080530644
"GENSCAN00000000539"	3064.02959540212	0.319651744319982	0.0679539964080326	4.70394327363206	2.55184176719121e-06	3.41995635880506e-05
"GENSCAN00000000547"	143.163585113113	0.38233648136066	0.175541474933783	2.1780407251613	0.0294030049164923	0.100289596652575
"GENSCAN00000000550"	1698.31879896606	-0.163044537227175	0.0654371523268725	-2.49162030176272	0.0127161895613737	0.0523640796257098
"GENSCAN00000000552"	4762.4735630953	0.168536949662964	0.0558169872682529	3.01945622491208	0.0025322888466565	0.0141181151661721
"GENSCAN00000000558"	215.738109483458	0.218441402217162	0.146406208865159	1.49202280361175	0.135693167382657	0.307555075124472
"GENSCAN00000000563"	201.078316964909	0.0279341809711149	0.155577324126794	0.179551751053057	0.857504486031336	0.927055157160525
"GENSCAN00000000564"	1090.9624927032	-0.829636138147986	0.0809849452197662	-10.2443254841579	1.25497157530401e-24	1.50221170189168e-22
"GENSCAN00000000569"	2050.71169341365	-0.0270608637254691	0.0621032192242227	-0.435740112404903	0.663025299044996	0.811316697523135
"GENSCAN00000000574"	4.6328319568994	-0.289646600022654	1.02356436892373	-0.282978392777795	0.777193400392783	NA
"GENSCAN00000000585"	3.63728705915691	0.0928999881773605	1.08619012360082	0.0855282939504077	0.931841402558689	NA
"GENSCAN00000000590"	15.2979951938485	0.395720994807908	0.532195050324044	0.743563839173176	0.457140386630412	NA
"GENSCAN00000000591"	77.6203022664287	-0.416982545771353	0.23223289145784	-1.79553612390453	0.0725683226356596	0.198448490313061
"GENSCAN00000000593"	24.587589838263	-0.708229472876968	0.459470618083003	-1.54140318227928	0.123218690018687	0.288083333818313
"GENSCAN00000000598"	7.04049947582488	-0.823294232059008	0.823143369190192	-1.00018327654023	0.317221820876328	NA
"GENSCAN00000000599"	1045.65862635424	-0.109636242008853	0.0807536721249395	-1.35766261922092	0.174570763267975	0.363873126889119
"GENSCAN00000000601"	659.012156024947	0.0877030663104065	0.0997215505713167	0.879479568939162	0.379141306158447	0.588091039179206
"GENSCAN00000000607"	1166.90934386754	-0.140625969175092	0.0782166821549851	-1.79790251006102	0.0721924583044056	0.197935665339311
"GENSCAN00000000608"	271.069845621779	0.145474824513697	0.131428850982904	1.10687131041433	0.268349571457421	0.47831820825215
"GENSCAN00000000610"	17.8396429358929	0.0302958908820697	0.479310829578682	0.0632071904336065	0.949601519092912	0.976506983077523
"GENSCAN00000000616"	6.50299017942834	0.0772797436408645	0.809826922588839	0.095427481459641	0.923975288629756	NA
"GENSCAN00000000617"	7.23940961830253	-0.382649204407178	0.778239762519358	-0.491685496984177	0.622941692418056	NA
"GENSCAN00000000618"	2.82526379325451	0.3052983768209	1.19576788988112	0.255315750995162	0.79847923545245	NA
"GENSCAN00000000620"	5.62524517428589	0.897956141531966	0.934546115094899	0.960847332226919	0.33662893566441	NA
"GENSCAN00000000624"	32.1561193837752	0.365444644042552	0.359182157899575	1.01743540430738	0.308946346808812	0.521250158919603
"GENSCAN00000000626"	5.15651039259978	-0.835935297160206	0.895625594113464	-0.933353515860227	0.350637472477251	NA
"GENSCAN00000000631"	167.935722640306	-0.315566547400864	0.183728404616142	-1.71757082450135	0.0858749257390091	0.223599971432228
"GENSCAN00000000632"	150.418453118381	0.0884678068939018	0.1698722717485	0.520790155940697	0.602512961418864	0.768926009173609
"GENSCAN00000000633"	14.5120285588861	0.9145299398708	0.678207819632425	1.34845089277569	0.177513404564444	NA
"GENSCAN00000000635"	6.41742720290863	-0.376842559010214	0.797033280876852	-0.472806554069653	0.636351197706298	NA
"GENSCAN00000000641"	14582.9335138634	0.145470028041947	0.065303831897176	2.22758793497748	0.0259080059512064	0.0912949189586189
"GENSCAN00000000642"	1602.33246802333	-0.51688249193367	0.0721626422626037	-7.16274343243568	7.90782697513608e-13	2.9851513958701e-11
"GENSCAN00000000645"	6.58431285397215	-0.0959054753650055	0.793714151030967	-0.120831252964852	0.903824695174914	NA
"GENSCAN00000000648"	3152.02999171061	-0.7906674628188	0.0954535393474345	-8.2832702508904	1.19838049258003e-16	7.14183778663123e-15
"GENSCAN00000000668"	1924.26898197862	0.251355870437307	0.0672552920361165	3.73733966246593	0.000185977611191198	0.00152673883044122
"GENSCAN00000000669"	25.9122090330024	0.510668478142341	0.408050590859611	1.25148324639489	0.210758222316478	0.410695548009222
"GENSCAN00000000670"	111.822982247705	0.452075512942226	0.218988182749449	2.06438314280849	0.0389814034893292	0.124774222017569
"GENSCAN00000000671"	3922.38244486346	-0.0424653574800024	0.0699854191560355	-0.606774353745371	0.544000670214324	0.726903474983645
"GENSCAN00000000672"	2389.05778957326	0.477964844236706	0.0600790650564544	7.95559724152795	1.78269440334174e-15	9.28127699583681e-14
"GENSCAN00000000673"	3.04763637712939	0.357258361914668	1.22702256333252	0.291158755014557	0.770929905376235	NA
"GENSCAN00000000675"	160.303982683001	-0.0503559002755569	0.174922548055457	-0.287875410204933	0.773442110309744	0.88046970928254
"GENSCAN00000000677"	131.382805176912	0.673437600408611	0.190460157684576	3.5358450218439	0.000406473075433875	0.00301039419431593
"GENSCAN00000000679"	4130.43298452559	0.116802336331775	0.0543179134430018	2.15034652342345	0.0315278149591599	0.10611560886879
"GENSCAN00000000680"	101.709989034799	0.689080919009903	0.209256699233439	3.29299334995812	0.000991268191500674	0.00651654077645929
"GENSCAN00000000681"	3424.54606271975	0.388232350258057	0.0593533139203693	6.54103915375179	6.10928330077567e-11	1.78623199639589e-09
